mode,horizon,lookback,dqs,uplift_ret,uplift_win,precision,recall,f1,pass_rate,samples,p_norm,ic
geom_only,15,250,0.07144624493020843,0.0022071828743604697,0.05503166342717414,0.5696658097686376,0.8400303260045489,0.6789215686274511,0.8259023354564756,4710.0,0.4789720421352814,0.011537931322490659
geom_only,15,360,0.5686418772472832,0.005259711803759051,0.0570159613765614,0.5685102142501246,0.865049279757392,0.6861094407696935,0.8522292993630574,4710.0,0.06216336511154339,0.025731384667123512
geom_only,15,500,0.09075286093766491,0.002850813784169121,0.035785323303633376,0.5642256902761105,0.8908263836239575,0.6908716742613552,0.8842887473460722,4710.0,0.42086438006402843,0.0125713671127159
geom_only,20,60,0.04110205960353445,-0.001388013414785054,0.012602525324808433,0.5682670667666917,0.572129909365559,0.5701919458035379,0.5666312433581296,4705.0,0.5694735387028733,-0.008345934398959065
geom_only,20,90,0.008249207181918145,-0.00034150263165458675,0.002605022014612546,0.5638718963655991,0.5917673716012085,0.5774829555924083,0.5906482465462274,4705.0,0.8895022976285519,-0.0020375538121349623
geom_only,20,120,0.6718048056216652,0.00859225323861205,0.04255627229403758,0.578697421981004,0.6442598187311178,0.6097212294496068,0.626567481402763,4705.0,0.0006389847518598068,0.050431200510284276
geom_only,20,180,0.27687504599056295,0.0034385604338349647,0.002144654908071142,0.5634486945962356,0.7009063444108762,0.6247054863682262,0.7001062699256111,4705.0,0.19761855222874083,0.0191180936086837
geom_only,20,250,0.18077135990279022,0.003338046513734221,0.0415561377654059,0.571505376344086,0.802870090634441,0.667713567839196,0.7906482465462275,4705.0,0.29543582912552807,0.016478762216028196
geom_only,20,360,0.6119860731959508,0.006671888788055519,0.04167230813421585,0.5699974312869253,0.8379909365558912,0.6784895275951689,0.8274176408076515,4705.0,0.03498403109405956,0.03059226501699856
geom_only,20,500,0.03468412276584524,0.0020524429583915586,0.013725958287911344,0.5645004849660524,0.879154078549849,0.687536916715889,0.8765143464399575,4705.0,0.6033380982141837,0.008193342474113262
geom_only,40,60,0.7529948070103177,0.018462810920147184,0.06830139956285686,0.6081730769230769,0.5630563798219584,0.5847457627118644,0.5335613510047028,4678.0,3.196843667423265e-05,0.05936023438716096
geom_only,40,90,0.777514583750464,0.024340902030641952,0.076538955767402,0.609904761904762,0.5938427299703264,0.6017665852283406,0.5611372381359555,4678.0,2.4930249533307692e-08,0.07784736523846608
geom_only,40,120,0.7585488628270993,0.020736865784402165,0.06622853710096877,0.6029306647605432,0.6257418397626113,0.6141244994539499,0.5981188542112014,4678.0,1.8504642370163173e-06,0.06552303686554094
geom_only,40,180,0.6956098497212072,0.014241811580120983,0.03378472273994659,0.5884115884115884,0.6554154302670623,0.6201087910159677,0.6419410004275331,4678.0,0.0011474375769956208,0.04400463559730598
geom_only,40,250,0.00673908622590269,0.0003857412155715556,0.006457818582981556,0.5781065088757397,0.7247774480712166,0.6431863067807767,0.7225309961522018,4678.0,0.9333757132066334,0.0011131145573885777
geom_only,40,360,0.1839113779619297,0.004883717918530553,-0.00879402002668861,0.574173495337666,0.7537091988130564,0.6518043303929432,0.7565198802907225,4678.0,0.2764001191747025,0.013508304323123735
geom_only,40,500,0.43892163978751353,0.007128303439854784,0.01726905413525215,0.5801317233809001,0.7841246290801187,0.6668769716088329,0.7789653698161607,4678.0,0.11942745690237548,0.019062671046269814
geom_only,60,60,0.7784689078300788,0.022744179243883403,0.08269680038270932,0.6165029469548133,0.5815418828762046,0.5985123021171085,0.546137339055794,4660.0,0.0024047799384949967,0.04664882062775024
geom_only,60,90,0.7944802109638218,0.033999553920861,0.07937358719209531,0.6143133462282399,0.5885841363973313,0.6011735756199129,0.5547210300429185,4660.0,4.007752452751397e-07,0.06961196020204792
geom_only,60,120,0.7822067709273304,0.03240599774546972,0.06751638128613291,0.6079759217456734,0.5989621942179392,0.6034353995519043,0.5703862660944206,4660.0,1.0017224163365098e-06,0.06608550944022051
geom_only,60,180,0.7461606553119784,0.023817326233617965,0.04694671073927725,0.597647897362794,0.6215715344699778,0.609375,0.6021459227467811,4660.0,0.0002407436470729848,0.04802451897292925
geom_only,60,250,0.3164962571997816,0.00848131713144832,-0.014992431754878632,0.573960683209797,0.6601186063750927,0.6140320634373384,0.6658798283261803,4660.0,0.1752093954438736,0.01648047848246704
geom_only,60,360,0.5600320307776181,0.011328862717568777,-0.004509868097401948,0.5776566757493188,0.7071905114899926,0.6358940176637228,0.7087982832618026,4660.0,0.06356598029360583,0.021203221227806372
geom_only,60,500,0.005392502142228408,0.0003699185112136377,-0.0349629216025199,0.5697640547625983,0.7249814677538917,0.6380688305333551,0.7366952789699571,4660.0,0.952826879777662,0.00067117623024317
geom_only,120,60,0.7930823144315755,0.03578886375569201,0.0706753687741809,0.6363983212514307,0.5984930032292788,0.6168639053254438,0.5699065014133508,4599.0,3.833201165911763e-05,0.06002201224636484
geom_only,120,90,0.7432645169962048,0.020904039885667636,0.05265137919058771,0.6281425891181989,0.6006458557588805,0.6140865737344094,0.5794737986518809,4599.0,0.016995756133262457,0.034956106476866124
geom_only,120,120,0.2402282755519181,0.009949887272202168,0.023806708515188957,0.6161731207289294,0.5823466092572659,0.5987825124515773,0.5727332028701891,4599.0,0.2551603870859682,0.016673367003903573
geom_only,120,180,0.46678559432727046,0.01330941050996981,0.017360257705230975,0.6128223495702005,0.6139217796914245,0.6133715719663022,0.6070884974994564,4599.0,0.12461646518325165,0.022019709763637083
geom_only,120,250,0.4897387771213846,0.014149791598390346,-0.002833611549396653,0.6050475254015077,0.6623609616074633,0.632408359027064,0.6634050880626223,4599.0,0.10486554807996268,0.022650229778145542
geom_only,120,360,0.010375982289561879,0.001808189627738141,-0.02321062290834497,0.5988700564971752,0.6846071044133477,0.6388749372174787,0.6927592954990215,4599.0,0.8370892347022233,0.002825881374376393
geom_only,120,500,0.05543127348200331,-0.058196129153419346,-0.1241372562122326,0.5771736052109884,0.7312522425547183,0.6451408673630895,0.7677756033920418,4599.0,2.4807810361353604e-08,-0.08324239572795794
arith_only,5,60,0.009290890778769606,-0.0002011145835852067,0.008491877204768405,0.5476099426386233,0.5574153367068898,0.552469135802469,0.5535563082133785,4724.0,0.8680599454584024,-0.002399555699807389
arith_only,5,90,0.030943859672638335,-0.0005905409989496171,0.03450341759285236,0.5583607757043542,0.5940054495912807,0.5756318370426254,0.5785351397121083,4724.0,0.6376478740526351,-0.006998720261495017
arith_only,5,120,0.007099996898343967,0.00011062794985685406,0.025143787221347247,0.5535590877677954,0.6235889451148307,0.586490939044481,0.6126164267569856,4724.0,0.9307350239256948,0.0012934594179037134
arith_only,5,180,0.006425961581501677,-9.970683527227818e-05,0.004525211208379454,0.5453667953667953,0.6597898014791748,0.5971463801303506,0.6579170194750211,4724.0,0.9399107079204873,-0.001135270231164835
arith_only,5,250,0.030052971474145564,-0.0006789894755612142,0.003184461445427278,0.5447274881516587,0.7158427403659011,0.6186711522287636,0.7146486028789162,4724.0,0.6274605075952285,-0.007359059980546087
arith_only,5,360,0.03060989000819754,-0.0007181650382826312,-5.300259712726074e-05,0.5438066465256798,0.7707279096924874,0.6376811594202899,0.7707451312447079,4724.0,0.619840639922236,-0.007245393241808689
arith_only,5,500,0.026571143046489006,-0.0008077146925588464,0.014771719796105476,0.545879458794588,0.8637602179836512,0.6689779921615919,0.8604995766299746,4724.0,0.6482811657371789,-0.006716516717688812
arith_only,10,60,0.4510326028437338,-0.0032330266683282764,-0.007459812434074564,0.5501658374792703,0.5076511094108646,0.5280541185833665,0.5110169491525424,4720.0,0.06278459398373026,-0.027095659286161155
arith_only,10,90,0.4643859197697529,-0.0045445842262226525,-0.020194986574919693,0.5444091990483743,0.5252486610558531,0.5346573208722742,0.5343220338983051,4720.0,0.009172607973144571,-0.038007072874784865
arith_only,10,120,0.4606539677028474,-0.0032543422382837767,0.0026442981227234874,0.5549698795180723,0.5638867635807192,0.559392789373814,0.5627118644067797,4720.0,0.06582756138539393,-0.027065495757885947
arith_only,10,180,0.016285089194112222,-0.0005640096382674431,0.010644826547349329,0.5579384296091318,0.617061973986228,0.5860127157129882,0.6125,4720.0,0.7562745930034158,-0.004606820660474782
arith_only,10,250,0.18332620545206782,-0.002136945581656634,0.007950314840959094,0.5562710824900338,0.693955623565417,0.617531914893617,0.6908898305084745,4720.0,0.263885088836173,-0.016556952002863844
arith_only,10,360,0.016334459572412186,0.0006184214434352166,0.016080645675822236,0.5574759945130315,0.7773527161438408,0.6493050007988497,0.7722457627118644,4720.0,0.7584329136863286,0.004348319230942736
arith_only,10,500,0.024466695027845903,0.0007886570891802135,0.029322687224669575,0.5605726872246696,0.7788829380260138,0.6519372398334935,0.7694915254237288,4720.0,0.6838114968596121,0.005568772303609962
arith_only,15,60,0.4592357638858784,-0.0064339510421104265,-0.007987289665631558,0.5559471365638766,0.4783927217589083,0.5142624286878565,0.4819532908704883,4710.0,0.002279885315523325,-0.044319361870807074
arith_only,15,90,0.4489700122208402,-0.006219595250112921,-0.020492146534350497,0.5504218561671353,0.5193328278999242,0.5344255900136532,0.5284501061571125,4710.0,0.0033582615854090957,-0.04280127986917687
arith_only,15,120,0.03682331355605249,-0.0011331147693749398,0.02857913627946318,0.5726755218216318,0.5720242608036391,0.572349706049687,0.559447983014862,4710.0,0.5993319420965245,-0.007754988632624221
arith_only,15,180,0.05093503124941552,-0.001378382432705558,0.007223208757131561,0.5630646910010842,0.5905989385898408,0.5765032377428307,0.5874734607218683,4710.0,0.523878521592121,-0.009354457673599215
arith_only,15,250,0.4328537593255988,-0.007776273926928411,-0.02183640335525161,0.5521941489361702,0.6296436694465504,0.5883811547998583,0.6386411889596603,4710.0,0.000602059572746999,-0.051498923320755466
arith_only,15,360,0.005056524844255115,-2.7433096810839178e-05,0.008597277665074232,0.5626513317191283,0.7047005307050797,0.6257152473914507,0.7014861995753715,4710.0,0.990187340506945,-0.000173059490473364
arith_only,15,500,0.6088613901888419,0.0045934293694265705,0.03478354458260746,0.5710738671632526,0.6974981046247157,0.6279863481228668,0.6840764331210191,4710.0,0.03559813167214667,0.02943805968255668
arith_only,20,60,0.38385026463483807,-0.003987996429495166,-0.007027908662558979,0.5591011235955056,0.4697885196374622,0.5105684383336753,0.4729011689691817,4705.0,0.09623402416149948,-0.024159515839319853
arith_only,20,90,0.013912120565200822,-0.0006505398461071205,0.010538518036609545,0.567937033968517,0.5177492447129909,0.5416831291979454,0.5130712008501594,4705.0,0.7872494403160868,-0.003945460482824116
arith_only,20,120,0.013769197796992594,-0.0006412088732236261,0.014660678642714475,0.5696606786427145,0.5388972809667674,0.5538521249757422,0.5324123273113709,4705.0,0.7916325319534602,-0.003882016231623185
arith_only,20,180,0.015176817574105205,0.0007030525936347828,0.006708678044195837,0.5657057281916885,0.570619335347432,0.5681519082534311,0.5676939426142402,4705.0,0.7732480119018598,0.00422612998643802
arith_only,20,250,0.04503250856281289,0.0014628575665671037,0.029031416919718334,0.5737146748382703,0.6363293051359517,0.603401969561325,0.6242295430393199,4705.0,0.5683245306087705,0.008596818619339275
arith_only,20,360,0.1194989440161855,0.0022769302467797077,0.0054274675388408244,0.5646085295989816,0.6699395770392749,0.6127806563039724,0.6678002125398512,4705.0,0.36452546393122454,0.013012924902802401
arith_only,20,500,0.6231405066524217,0.006134810983464448,0.022883947640610303,0.5704270235818993,0.6759818731117825,0.6187348772900104,0.6669500531349628,4705.0,0.014122951637279932,0.035083650190343776
arith_only,40,60,0.6320364478706532,0.009166588821305558,0.04384384721225176,0.6015075376884422,0.4439910979228487,0.5108834827144686,0.42539546814878154,4678.0,0.035751253173739346,0.02920767871987082
arith_only,40,90,0.6993505864705494,0.012006632002633577,0.0569904564988466,0.6063205417607224,0.4981454005934718,0.5469354510283039,0.473492945703292,4678.0,0.007144661818725303,0.03863566507088423
arith_only,40,120,0.737856027836485,0.014611809637767047,0.07031972098569039,0.6100164203612479,0.5511869436201781,0.5791114575214342,0.5207353569901667,4678.0,0.0014965663667227673,0.047044469239113804
arith_only,40,180,0.6909178654084501,0.012231564140500632,0.03813473718567373,0.5923332104681165,0.5960682492581603,0.5941948604178221,0.5799486960239418,4678.0,0.005279816699325482,0.03890776576966782
arith_only,40,250,0.6885009368311362,0.011116162404413849,0.04385109633575779,0.5928595949193272,0.6405786350148368,0.6157960420752362,0.622702009405729,4678.0,0.011053095733897353,0.034725267640488805
arith_only,40,360,0.7165313299148433,0.01835816985484757,0.03696991562110996,0.5893624050214734,0.6617210682492581,0.6234492399091386,0.6470713980333476,4678.0,1.1010028000830222e-05,0.05654018853041065
arith_only,40,500,0.7182645049772214,0.016951950992017857,0.041367761433371064,0.5924885924885925,0.6261127596439169,0.6088367899008115,0.6090209491235571,4678.0,6.693394380793171e-05,0.053311498123777924
arith_only,60,60,0.6730641543664974,0.014010089887208865,0.052386002792821795,0.607984607984608,0.46849518161601184,0.5292024283022818,0.446137339055794,4660.0,0.038086612481494614,0.028690194239333226
arith_only,60,90,0.7267134310562774,0.016656946220047375,0.0641888743147977,0.6124831612034126,0.5055596738324685,0.5539086294416243,0.4778969957081545,4660.0,0.01643822742317244,0.034276610263396415
arith_only,60,120,0.6796561730702918,0.013892010351793764,0.06040263511367816,0.6090675791274593,0.5277983691623425,0.5655281969817315,0.5017167381974249,4660.0,0.051192802757650153,0.02861473836078044
arith_only,60,180,0.744011058505597,0.02363397069895424,0.045412475651558926,0.5987818804720213,0.5830244625648628,0.5907981220657277,0.5637339055793992,4660.0,0.0003838915975684807,0.048284388806162995
arith_only,60,250,0.7293054938697083,0.0226915120229541,0.03570129258688581,0.5934343434343434,0.6097108969607117,0.6014625228519196,0.5948497854077254,4660.0,0.00044768407475182355,0.04589151164933397
arith_only,60,360,0.7683652725830603,0.03071746668728922,0.056221801184608844,0.6015793251974156,0.6212008895478132,0.611232676878191,0.5978540772532189,4660.0,1.4403028900602362e-06,0.062048611174756546
arith_only,60,500,0.7916329604934492,0.03487272962282216,0.07565478870988829,0.6095890410958904,0.6267605633802817,0.6180555555555556,0.5952789699570815,4660.0,5.819099141680919e-08,0.07051497156081399
arith_only,120,60,0.5036248106933178,0.013442686515785132,0.053359275652523186,0.6325823223570191,0.5238607822030857,0.5731108930323846,0.5018482278756251,4599.0,0.12244914963362288,0.022768399572876376
arith_only,120,90,0.009975457287465806,-0.0015886282680596386,0.016434939404931792,0.614156236512732,0.5105848582705418,0.5576018808777429,0.5038051750380518,4599.0,0.8551683387788138,-0.002690661779471868
arith_only,120,120,0.06007812677423741,0.005601866876375247,0.01854291559858523,0.6152183311716386,0.5105848582705418,0.5580392156862745,0.50293542074364,4599.0,0.51969978405088,0.009488000523998525
arith_only,120,180,0.7404278520317438,0.024769761003072682,0.037902273653103946,0.6227148969272657,0.5744528166487263,0.597611048898843,0.5590345727332029,4599.0,0.0037890171965762037,0.041660340621418566
arith_only,120,250,0.7414461739315248,0.03593777479943583,0.02795256282830738,0.6181329235497502,0.5773232866881952,0.5970315398886828,0.5659926070884975,4599.0,2.027568147048062e-05,0.0603371124106892
arith_only,120,360,0.7537871410482088,0.03099096198584088,0.0399490595611286,0.6217672413793104,0.6210979547900969,0.6214324178782984,0.6053489889106327,4599.0,0.00022837650083340068,0.051312594477674084
arith_only,120,500,0.7798854090318421,0.027324458150716144,0.06773140938862066,0.6336888561971313,0.6182274847506279,0.6258626952415547,0.5912154816264406,4599.0,0.0014348791838185752,0.04550415704988943
rise_only,5,60,0.5968474910985441,0.004082358281274416,0.07521100505721734,0.5948616600790514,0.35149863760217986,0.44188891607536085,0.321337849280271,4724.0,0.001732858011447194,0.04575535158976165
rise_only,5,90,0.563285322228513,0.0030748316467789838,0.05785908708904586,0.5836734693877551,0.33398209420007785,0.42485763802921517,0.3111769686706181,4724.0,0.019878135208777688,0.034166612239859645
rise_only,5,120,0.5235642015004482,0.003091247436645228,0.04110009175811058,0.5739130434782609,0.282600233553912,0.37871674491392804,0.26778154106689245,4724.0,0.027447261763490778,0.03285242616561458
rise_only,5,180,0.4686369298804938,0.0026793405820656454,0.03894661415952205,0.5729957805907173,0.26430517711171664,0.36174746936600966,0.25084674005080443,4724.0,0.06466625500825669,0.027876645575742452
rise_only,5,250,0.40280644687825123,0.0026496447245252085,0.047895227205353,0.5813725490196079,0.23082911638769948,0.3304541655057119,0.21591871295512277,4724.0,0.09688349554471165,0.02616594086846035
rise_only,5,360,0.00622952539263956,0.00020205897357041414,0.025525676528302066,0.5646651270207852,0.19034643830284156,0.28471615720524013,0.18331922099915327,4724.0,0.907387784056245,0.0018764255382207112
rise_only,5,500,0.2047774420599016,0.002359632850541463,0.04394641114124065,0.5808625336927223,0.16776956014013233,0.26034430685593474,0.15707027942421675,4724.0,0.21603872865068746,0.020606780691894068
rise_only,10,60,0.6084900986581887,0.005371027735353463,0.042560748972458984,0.5795393679700054,0.4139250191277735,0.48292791787547423,0.39555084745762714,4720.0,0.0033142645147618884,0.04403158525422694
rise_only,10,90,0.40361111069108824,0.002870372054261598,0.02063473781439351,0.5663430420711975,0.4016832440703902,0.47000895255147723,0.3927966101694915,4720.0,0.11693359747750004,0.023502552567335216
rise_only,10,120,0.60966346331915,0.005647262859263383,0.03882254557243936,0.5769837099316868,0.4200459066564652,0.4861633827761788,0.40317796610169493,4720.0,0.0017119807738433,0.04644454389904855
rise_only,10,180,0.630281212439007,0.006553681378901178,0.04255854246725599,0.5781404549950544,0.44720734506503446,0.504314063848145,0.42838983050847457,4720.0,0.00022902440984051144,0.054372681716171115
rise_only,10,250,0.5724784811095502,0.004062574950087638,0.03525630044486272,0.5756395995550612,0.3959449120122418,0.46917497733454216,0.3809322033898305,4720.0,0.02877725122388606,0.0330765509657259
rise_only,10,360,0.536550989644244,0.0035971822273004397,0.030589673122386363,0.5727830451756832,0.39288446824789597,0.46607669616519176,0.3798728813559322,4720.0,0.05325406829518254,0.029271691991512274
rise_only,10,500,0.4107255687715401,0.002985234857495068,0.03345613744092435,0.5752056404230317,0.374521805661821,0.453660797034291,0.36059322033898306,4720.0,0.11509170201374593,0.024032656623445253
rise_only,15,60,0.6053708862001557,0.005779278201140941,0.04649957566398155,0.5893470790378007,0.390068233510235,0.46943430656934304,0.37070063694267513,4710.0,0.00957981268557526,0.038480678869825584
rise_only,15,90,0.6031910162683686,0.005410322844959094,0.04507691155362403,0.5879732739420935,0.400303260045489,0.47631935047361296,0.3813163481953291,4710.0,0.014534363878356235,0.03622672096251311
rise_only,15,120,0.6695322700824127,0.010890583032053543,0.07138857997469039,0.604494382022472,0.40788476118271416,0.48709823449524675,0.37791932059447986,4710.0,8.802072250142676e-07,0.07279521730230996
rise_only,15,180,0.6127836115480896,0.005779785471245823,0.04108056265984661,0.5845588235294118,0.42191053828658076,0.4900924702774108,0.4042462845010616,4710.0,0.007945190900891038,0.039101816139427543
rise_only,15,250,0.6326226150791221,0.0074519217627310765,0.05290306517144128,0.5926130099228225,0.4075056861258529,0.48292902066486976,0.3851380042462845,4710.0,0.0008153520817473082,0.04999126329881202
rise_only,15,360,0.5571130088289197,0.004332634727415782,0.03955277529420298,0.584051724137931,0.41091736163760423,0.48242100578549174,0.3940552016985138,4710.0,0.05359515532746039,0.02918609230620385
rise_only,15,500,0.5219488681678313,0.004118334089846317,0.010426849136526584,0.5659824046920822,0.43896891584533737,0.4944491887275833,0.43439490445859874,4710.0,0.0610686599959902,0.02814164010486375
rise_only,20,60,0.6298271986781112,0.0093842094851108,0.04338312590840032,0.5901262916188289,0.38821752265861026,0.46833712984054665,0.3702444208289054,4705.0,0.00029634253380943026,0.05498322543811286
rise_only,20,90,0.6258238474736232,0.009622342641469968,0.04029839118070966,0.5883720930232558,0.3821752265861027,0.46336996336996333,0.3655685441020191,4705.0,0.00021454110122157686,0.05622893095444359
rise_only,20,120,0.693527281542319,0.014471506713972224,0.07856468366383385,0.6118980169971672,0.4078549848942598,0.4894629503738953,0.3751328374070138,4705.0,1.3031494787747167e-08,0.08501633684946018
rise_only,20,180,0.672850189136282,0.01215392109840328,0.06016205425324217,0.5993502977801841,0.4180513595166163,0.49254727474972193,0.39256110520722637,4705.0,1.3423439054681479e-06,0.07201510370168092
rise_only,20,250,0.6684969337387346,0.01044156023888994,0.06428463542650009,0.6016085790884719,0.42371601208459214,0.4972302237979172,0.39638682252922425,4705.0,3.2760093227734057e-05,0.061973582808402455
rise_only,20,360,0.6107568864285549,0.006248200487257077,0.037299147836864166,0.5849947534102833,0.42107250755287007,0.48967940272288096,0.40510095642933047,4705.0,0.013194366996482366,0.03721863759943291
rise_only,20,500,0.3688015178494996,0.0037016704400780823,0.019119549232546218,0.5739887352790578,0.4233383685800604,0.48728537274505535,0.4150903294367694,4705.0,0.140355550223059,0.022131747418318796
rise_only,40,60,0.7350437436984726,0.028672476394475212,0.0649646874123021,0.6150185087255421,0.431379821958457,0.5070852408981905,0.4042325780247969,4678.0,1.0341507283987917e-08,0.09068335391083006
rise_only,40,90,0.7440065823652059,0.031480795367671455,0.07327259782949525,0.6203753351206435,0.42915430267062316,0.5073448805086604,0.3986746472851646,4678.0,4.073395143367621e-10,0.09933861528735927
rise_only,40,120,0.7660683381708264,0.025647280042958992,0.08584579291739469,0.6238620028749401,0.48293768545994065,0.5444281831486515,0.44613082513894825,4678.0,5.867915415235982e-08,0.08216452830068469
rise_only,40,180,0.7426875543131795,0.02498149389426132,0.057577174929840935,0.607577174929841,0.48182492581602376,0.5374431112949938,0.45703292005130397,4678.0,9.589644970693685e-08,0.08020237624758354
rise_only,40,250,0.6735242602051107,0.01635299153278666,0.030189009972625636,0.5935323383084578,0.44250741839762614,0.5070123246918827,0.42967079948696024,4678.0,0.0007297684957486751,0.052171854526062794
rise_only,40,360,0.6331466436854118,0.011978588284344699,0.01829847164988785,0.5867195242814668,0.4391691394658754,0.5023334747560458,0.4313809320222317,4678.0,0.013366254308535183,0.03823447742121487
rise_only,40,500,0.6734245285808512,0.017051429015795972,0.034936789139465074,0.5970541820094687,0.4209940652818991,0.4938003045464434,0.4063702436938863,4678.0,0.0007114770615181228,0.05397440968360147
rise_only,60,60,0.7634490634125733,0.03966750512068172,0.07389980276549835,0.6212958312405826,0.4584877687175686,0.5276178289613991,0.42725321888412016,4660.0,4.892406736990888e-07,0.0808381048186926
rise_only,60,90,0.775191934641147,0.04011104183297319,0.08462406646975484,0.626984126984127,0.46849518161601184,0.5362749257530759,0.43261802575107294,4660.0,2.716988637472996e-07,0.08186744780262722
rise_only,60,120,0.7664537618289283,0.03691207323885596,0.07356283669929797,0.6202346041055719,0.4703484062268347,0.534991568296796,0.4390557939914163,4660.0,1.7359014284573477e-06,0.07546496328742583
rise_only,60,180,0.7001559312251504,0.024251340627527422,0.027092329789755953,0.5938242280285035,0.4633061527057079,0.5205080158234436,0.4517167381974249,4660.0,0.0013712851199476643,0.04971970851243307
rise_only,60,250,0.10256717303741503,0.006602058770435432,-0.011127767581527115,0.572749391727494,0.4362490733876946,0.4952661476961918,0.4409871244635193,4660.0,0.3916403194585325,0.0135039394780726
rise_only,60,360,0.6901400328313884,0.021953966758794616,0.025118686351535024,0.592822966507177,0.4592290585618977,0.5175438596491228,0.44849785407725323,4660.0,0.004088427376019763,0.04498047392206254
rise_only,60,500,0.6153650388614028,0.017948408407066907,-0.006325529054111101,0.5754162585700294,0.43550778354336545,0.4957805907172996,0.43819742489270386,4660.0,0.02130187095941632,0.03668681021117568
rise_only,120,60,0.688354452991364,0.019785749762850136,0.031136141206366652,0.6230215827338129,0.46609257265877285,0.5332512315270935,0.45335942596216566,4599.0,0.025253317900155618,0.03336600150546862
rise_only,120,90,0.019977978199539313,0.003125490014548024,0.010797849038628904,0.6119766309639727,0.4510226049515608,0.5193141912827928,0.446618830180474,4599.0,0.7237661736158973,0.005263543486172185
rise_only,120,120,0.127970848992918,0.007978175473372137,0.01466223660652799,0.6141119221411192,0.4528166487262289,0.5212722015695993,0.44683626875407695,4599.0,0.36666063038926394,0.013436434434102779
rise_only,120,180,0.2492988625091333,-0.013127654608154099,-0.017729176361098276,0.596556537924616,0.4599928238249013,0.5194489465153971,0.4672754946727549,4599.0,0.1345052751650766,-0.022187296052642105
