mode,horizon,lookback,dqs,uplift_ret,uplift_win,precision,recall,f1,pass_rate,samples,p_norm,ic,pass_mean_ret,fail_mean_ret,error
arith_only,40,180,0.6909178654084501,0.012231564140500632,0.03813473718567373,0.5923332104681165,0.5960682492581603,0.5941948604178221,0.5799486960239418,4678.0,0.005279816699325482,0.03890776576966782,0.03838519731898891,0.026153633178488275,
arith_only,40,250,0.6885009368311362,0.011116162404413849,0.04385109633575779,0.5928595949193272,0.6405786350148368,0.6157960420752362,0.622702009405729,4678.0,0.011053095733897353,0.034725267640488805,0.037441418590409746,0.026325256185995898,
arith_only,40,360,0.7165313299148433,0.01835816985484757,0.03696991562110996,0.5893624050214734,0.6617210682492581,0.6234492399091386,0.6470713980333476,4678.0,1.1010028000830222e-05,0.05654018853041065,0.03972643607364252,0.02136826621879495,
arith_only,40,500,0.7182645049772214,0.016951950992017857,0.041367761433371064,0.5924885924885925,0.6261127596439169,0.6088367899008115,0.6090209491235571,4678.0,6.693394380793171e-05,0.053311498123777924,0.03987517056146794,0.022923219569450086,
arith_only,60,60,0.6730641543664974,0.014010089887208865,0.052386002792821795,0.607984607984608,0.46849518161601184,0.5292024283022818,0.446137339055794,4660.0,0.038086612481494614,0.028690194239333226,0.05616426661862744,0.04215417673141857,
arith_only,60,90,0.7267134310562774,0.016656946220047375,0.0641888743147977,0.6124831612034126,0.5055596738324685,0.5539086294416243,0.4778969957081545,4660.0,0.01643822742317244,0.034276610263396415,0.05710124261744486,0.04044429639739749,
arith_only,60,120,0.6796561730702918,0.013892010351793764,0.06040263511367816,0.6090675791274593,0.5277983691623425,0.5655281969817315,0.5017167381974249,4660.0,0.051192802757650153,0.02861473836078044,0.05532675718471736,0.04143474683292359,
arith_only,60,180,0.744011058505597,0.02363397069895424,0.045412475651558926,0.5987818804720213,0.5830244625648628,0.5907981220657277,0.5637339055793992,4660.0,0.0003838915975684807,0.048284388806162995,0.05871530104611411,0.03508133034715987,
arith_only,60,250,0.7293054938697083,0.0226915120229541,0.03570129258688581,0.5934343434343434,0.6097108969607117,0.6014625228519196,0.5948497854077254,4660.0,0.00044768407475182355,0.04589151164933397,0.05759807191915346,0.03490655989619936,
arith_only,60,360,0.7683652725830603,0.03071746668728922,0.056221801184608844,0.6015793251974156,0.6212008895478132,0.611232676878191,0.5978540772532189,4660.0,1.4403028900602362e-06,0.062048611174756546,0.06075750493903386,0.03004003825174464,
arith_only,60,500,0.7916329604934492,0.03487272962282216,0.07565478870988829,0.6095890410958904,0.6267605633802817,0.6180555555555556,0.5952789699570815,4660.0,5.819099141680919e-08,0.07051497156081399,0.0625183280069872,0.027645598384165044,
rise_only,10,60,0.6084900986581887,0.005371027735353463,0.042560748972458984,0.5795393679700054,0.4139250191277735,0.48292791787547423,0.39555084745762714,4720.0,0.0033142645147618884,0.04403158525422694,0.013466424142006182,0.00809539640665272,
rise_only,10,90,0.40361111069108824,0.002870372054261598,0.02063473781439351,0.5663430420711975,0.4016832440703902,0.47000895255147723,0.3927966101694915,4720.0,0.11693359747750004,0.023502552567335216,0.011962810620512604,0.009092438566251006,
rise_only,10,120,0.60966346331915,0.005647262859263383,0.03882254557243936,0.5769837099316868,0.4200459066564652,0.4861633827761788,0.40317796610169493,4720.0,0.0017119807738433,0.04644454389904855,0.01359032188471413,0.007943059025450748,
rise_only,10,180,0.630281212439007,0.006553681378901178,0.04255854246725599,0.5781404549950544,0.44720734506503446,0.504314063848145,0.42838983050847457,4720.0,0.00022902440984051144,0.054372681716171115,0.013966061902877358,0.00741238052397618,
rise_only,10,250,0.5724784811095502,0.004062574950087638,0.03525630044486272,0.5756395995550612,0.3959449120122418,0.46917497733454216,0.3809322033898305,4720.0,0.02877725122388606,0.0330765509657259,0.012734920302004625,0.008672345351916987,
rise_only,10,360,0.536550989644244,0.0035971822273004397,0.030589673122386363,0.5727830451756832,0.39288446824789597,0.46607669616519176,0.3798728813559322,4720.0,0.05325406829518254,0.029271691991512274,0.012450621228943672,0.008853439001643232,
rise_only,10,500,0.4107255687715401,0.002985234857495068,0.03345613744092435,0.5752056404230317,0.374521805661821,0.453660797034291,0.36059322033898306,4720.0,0.11509170201374593,0.024032656623445253,0.012128690385852937,0.00914345552835787,
rise_only,15,60,0.6053708862001557,0.005779278201140941,0.04649957566398155,0.5893470790378007,0.390068233510235,0.46943430656934304,0.37070063694267513,4710.0,0.00957981268557526,0.038480678869825584,0.017980027171559027,0.012200748970418085,
rise_only,15,90,0.6031910162683686,0.005410322844959094,0.04507691155362403,0.5879732739420935,0.400303260045489,0.47631935047361296,0.3813163481953291,4710.0,0.014534363878356235,0.03622672096251311,0.01769040937581148,0.012280086530852385,
rise_only,15,120,0.6695322700824127,0.010890583032053543,0.07138857997469039,0.604494382022472,0.40788476118271416,0.48709823449524675,0.37791932059447986,4710.0,8.802072250142676e-07,0.07279521730230996,0.021117952372352047,0.010227369340298505,
rise_only,15,180,0.6127836115480896,0.005779785471245823,0.04108056265984661,0.5845588235294118,0.42191053828658076,0.4900924702774108,0.4042462845010616,4710.0,0.007945190900891038,0.039101816139427543,0.01778645974993143,0.012006674278685608,
rise_only,15,250,0.6326226150791221,0.0074519217627310765,0.05290306517144128,0.5926130099228225,0.4075056861258529,0.48292902066486976,0.3851380042462845,4710.0,0.0008153520817473082,0.04999126329881202,0.018925034567883324,0.011473112805152248,
rise_only,15,360,0.5571130088289197,0.004332634727415782,0.03955277529420298,0.584051724137931,0.41091736163760423,0.48242100578549174,0.3940552016985138,4710.0,0.05359515532746039,0.02918609230620385,0.01696846855666792,0.012635833829252138,
rise_only,15,500,0.5219488681678313,0.004118334089846317,0.010426849136526584,0.5659824046920822,0.43896891584533737,0.4944491887275833,0.43439490445859874,4710.0,0.0610686599959902,0.02814164010486375,0.016672481827008884,0.012554147737162567,
rise_only,20,60,0.6298271986781112,0.0093842094851108,0.04338312590840032,0.5901262916188289,0.38821752265861026,0.46833712984054665,0.3702444208289054,4705.0,0.00029634253380943026,0.05498322543811286,0.02371511528151705,0.014330905796406251,
rise_only,20,90,0.6258238474736232,0.009622342641469968,0.04029839118070966,0.5883720930232558,0.3821752265861027,0.46336996336996333,0.3655685441020191,4705.0,0.00021454110122157686,0.05622893095444359,0.023910073853335233,0.014287731211865265,
rise_only,20,120,0.693527281542319,0.014471506713972224,0.07856468366383385,0.6118980169971672,0.4078549848942598,0.4894629503738953,0.3751328374070138,4705.0,1.3031494787747167e-08,0.08501633684946018,0.026848126340963393,0.01237661962699117,
rise_only,20,180,0.672850189136282,0.01215392109840328,0.06016205425324217,0.5993502977801841,0.4180513595166163,0.49254727474972193,0.39256110520722637,4705.0,1.3423439054681479e-06,0.07201510370168092,0.02518812140157088,0.013034200303167601,
rise_only,20,250,0.6684969337387346,0.01044156023888994,0.06428463542650009,0.6016085790884719,0.42371601208459214,0.4972302237979172,0.39638682252922425,4705.0,3.2760093227734057e-05,0.061973582808402455,0.02410802035570709,0.01366646011681715,
rise_only,20,360,0.6107568864285549,0.006248200487257077,0.037299147836864166,0.5849947534102833,0.42107250755287007,0.48967940272288096,0.40510095642933047,4705.0,0.013194366996482366,0.03721863759943291,0.021522405496065246,0.015274205008808169,
rise_only,20,500,0.3688015178494996,0.0037016704400780823,0.019119549232546218,0.5739887352790578,0.4233383685800604,0.48728537274505535,0.4150903294367694,4705.0,0.140355550223059,0.022131747418318796,0.01997049983979794,0.016268829399719856,
rise_only,30,60,,,,,,,,,,,,,"h=30는 지원되지 않습니다. horizon 라벨(['1W', '2W', '3W', '1M', '2M', '3M', '6M']) 또는 offset([5, 10, 15, 20, 40, 60, 120])을 사용하세요."
rise_only,30,90,,,,,,,,,,,,,"h=30는 지원되지 않습니다. horizon 라벨(['1W', '2W', '3W', '1M', '2M', '3M', '6M']) 또는 offset([5, 10, 15, 20, 40, 60, 120])을 사용하세요."
rise_only,30,120,,,,,,,,,,,,,"h=30는 지원되지 않습니다. horizon 라벨(['1W', '2W', '3W', '1M', '2M', '3M', '6M']) 또는 offset([5, 10, 15, 20, 40, 60, 120])을 사용하세요."
rise_only,30,180,,,,,,,,,,,,,"h=30는 지원되지 않습니다. horizon 라벨(['1W', '2W', '3W', '1M', '2M', '3M', '6M']) 또는 offset([5, 10, 15, 20, 40, 60, 120])을 사용하세요."
rise_only,30,250,,,,,,,,,,,,,"h=30는 지원되지 않습니다. horizon 라벨(['1W', '2W', '3W', '1M', '2M', '3M', '6M']) 또는 offset([5, 10, 15, 20, 40, 60, 120])을 사용하세요."
rise_only,30,360,,,,,,,,,,,,,"h=30는 지원되지 않습니다. horizon 라벨(['1W', '2W', '3W', '1M', '2M', '3M', '6M']) 또는 offset([5, 10, 15, 20, 40, 60, 120])을 사용하세요."
rise_only,30,500,,,,,,,,,,,,,"h=30는 지원되지 않습니다. horizon 라벨(['1W', '2W', '3W', '1M', '2M', '3M', '6M']) 또는 offset([5, 10, 15, 20, 40, 60, 120])을 사용하세요."
rise_only,40,60,0.7350437436984726,0.028672476394475212,0.0649646874123021,0.6150185087255421,0.431379821958457,0.5070852408981905,0.4042325780247969,4678.0,1.0341507283987917e-08,0.09068335391083006,0.050329440195286186,0.021656963800810974,
rise_only,40,90,0.7440065823652059,0.031480795367671455,0.07327259782949525,0.6203753351206435,0.42915430267062316,0.5073448805086604,0.3986746472851646,4678.0,4.073395143367621e-10,0.09933861528735927,0.052177513230313416,0.020696717862641958,
rise_only,40,120,0.7660683381708264,0.025647280042958992,0.08584579291739469,0.6238620028749401,0.48293768545994065,0.5444281831486515,0.44613082513894825,4678.0,5.867915415235982e-08,0.08216452830068469,0.047452550686928836,0.021805270643969844,
rise_only,40,180,0.7426875543131795,0.02498149389426132,0.057577174929840935,0.607577174929841,0.48182492581602376,0.5374431112949938,0.45703292005130397,4678.0,9.589644970693685e-08,0.08020237624758354,0.046811441644628075,0.021829947750366754,
rise_only,40,250,0.6735242602051107,0.01635299153278666,0.030189009972625636,0.5935323383084578,0.44250741839762614,0.5070123246918827,0.42967079948696024,4678.0,0.0007297684957486751,0.052171854526062794,0.042573901438995546,0.026220909906208886,
rise_only,40,360,0.6331466436854118,0.011978588284344699,0.01829847164988785,0.5867195242814668,0.4391691394658754,0.5023334747560458,0.4313809320222317,4678.0,0.013366254308535183,0.03823447742121487,0.04005856655803832,0.028079978273693622,
rise_only,40,500,0.6734245285808512,0.017051429015795972,0.034936789139465074,0.5970541820094687,0.4209940652818991,0.4938003045464434,0.4063702436938863,4678.0,0.0007114770615181228,0.05397440968360147,0.04336954850342278,0.02631811948762681,
rise_only,60,60,0.7634490634125733,0.03966750512068172,0.07389980276549835,0.6212958312405826,0.4584877687175686,0.5276178289613991,0.42725321888412016,4660.0,4.892406736990888e-07,0.0808381048186926,0.07112403682639856,0.03145653170571684,
rise_only,60,90,0.775191934641147,0.04011104183297319,0.08462406646975484,0.626984126984127,0.46849518161601184,0.5362749257530759,0.43261802575107294,4660.0,2.716988637472996e-07,0.08186744780262722,0.07116288305800406,0.031051841225030866,
